song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Dreams - 2004 Remaster,Fleetwood Mac,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
The Whole of the Moon,The Waterboys,0.538,0.852,0,-5.68,1,0.0321,0.071,3.95e-06,0.602,0.597,105.664,audio_features,11zWfCQaGkXJ9uIXROr4pa,spotify:track:11zWfCQaGkXJ9uIXROr4pa,https://api.spotify.com/v1/tracks/11zWfCQaGkXJ9uIXROr4pa,https://api.spotify.com/v1/audio-analysis/11zWfCQaGkXJ9uIXROr4pa,299413,4
Fields Of Gold,Sting,0.651,0.339,2,-11.917,1,0.0246,0.372,0.0141,0.0739,0.32,103.996,audio_features,0I1DJdLt9BKOb7GWmWxCjo,spotify:track:0I1DJdLt9BKOb7GWmWxCjo,https://api.spotify.com/v1/tracks/0I1DJdLt9BKOb7GWmWxCjo,https://api.spotify.com/v1/audio-analysis/0I1DJdLt9BKOb7GWmWxCjo,222120,4
Send Me An Angel 1983 Version (Re-Recorded / Remastered),Real Life,0.663,0.788,2,-7.754,0,0.03,0.031,0.0,0.166,0.616,127.968,audio_features,6WgafLiePwjVsNa8lBO1Pe,spotify:track:6WgafLiePwjVsNa8lBO1Pe,https://api.spotify.com/v1/tracks/6WgafLiePwjVsNa8lBO1Pe,https://api.spotify.com/v1/audio-analysis/6WgafLiePwjVsNa8lBO1Pe,236936,4
Rosanna,TOTO,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,audio_features,37BTh5g05cxBIRYMbw8g2T,spotify:track:37BTh5g05cxBIRYMbw8g2T,https://api.spotify.com/v1/tracks/37BTh5g05cxBIRYMbw8g2T,https://api.spotify.com/v1/audio-analysis/37BTh5g05cxBIRYMbw8g2T,331200,4
Stay (I Missed You),Lisa Loeb,0.612,0.591,1,-7.02,1,0.051,0.462,0.0,0.111,0.349,160.659,audio_features,00U1MDChdOTxWwtKoOoBXE,spotify:track:00U1MDChdOTxWwtKoOoBXE,https://api.spotify.com/v1/tracks/00U1MDChdOTxWwtKoOoBXE,https://api.spotify.com/v1/audio-analysis/00U1MDChdOTxWwtKoOoBXE,184333,4
Centrefold (Originally Performed By J. Geils Band) [Full Vocal Version],Paris Music,0.612,0.816,0,-5.041,1,0.0289,0.00806,0.0,0.325,0.817,113.961,audio_features,5reWGxC7kNbswU90zC90BB,spotify:track:5reWGxC7kNbswU90zC90BB,https://api.spotify.com/v1/tracks/5reWGxC7kNbswU90zC90BB,https://api.spotify.com/v1/audio-analysis/5reWGxC7kNbswU90zC90BB,231584,4
The Most Beautiful Girl In The World - Radio Edit,Purple,0.681,0.552,6,-9.84,1,0.025,0.224,0.000357,0.112,0.857,93.034,audio_features,394Mgmcq3gJDB4iWylmz0r,spotify:track:394Mgmcq3gJDB4iWylmz0r,https://api.spotify.com/v1/tracks/394Mgmcq3gJDB4iWylmz0r,https://api.spotify.com/v1/audio-analysis/394Mgmcq3gJDB4iWylmz0r,233708,4
Abracadabra,Steve Miller Band,0.791,0.535,9,-13.261,0,0.0355,0.0749,1.96e-06,0.156,0.963,127.488,audio_features,2E2ZVy2fxslpAUgbb4zu84,spotify:track:2E2ZVy2fxslpAUgbb4zu84,https://api.spotify.com/v1/tracks/2E2ZVy2fxslpAUgbb4zu84,https://api.spotify.com/v1/audio-analysis/2E2ZVy2fxslpAUgbb4zu84,308373,4
The Living Years,Mike + The Mechanics,0.527,0.429,8,-12.431,1,0.0321,0.655,0.0,0.0865,0.277,97.893,audio_features,4YBIuDWPsVy9pXLCUBORZN,spotify:track:4YBIuDWPsVy9pXLCUBORZN,https://api.spotify.com/v1/tracks/4YBIuDWPsVy9pXLCUBORZN,https://api.spotify.com/v1/audio-analysis/4YBIuDWPsVy9pXLCUBORZN,332333,4
Glory Days,Bruce Springsteen,0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,audio_features,2Y90nL1ohB4sgYELDs7uNx,spotify:track:2Y90nL1ohB4sgYELDs7uNx,https://api.spotify.com/v1/tracks/2Y90nL1ohB4sgYELDs7uNx,https://api.spotify.com/v1/audio-analysis/2Y90nL1ohB4sgYELDs7uNx,254733,4
Unchain My Heart,Joe Cocker,0.753,0.743,9,-10.655,0,0.0441,0.0262,0.000189,0.162,0.719,117.95,audio_features,2iEbAzSDlvPxlJQ9AZL6xh,spotify:track:2iEbAzSDlvPxlJQ9AZL6xh,https://api.spotify.com/v1/tracks/2iEbAzSDlvPxlJQ9AZL6xh,https://api.spotify.com/v1/audio-analysis/2iEbAzSDlvPxlJQ9AZL6xh,303533,4
Man On The Moon,R.E.M.,0.667,0.699,7,-7.574,1,0.026,0.42,0.000442,0.201,0.655,118.567,audio_features,4jLv3tDBu8ww2R07DvL12s,spotify:track:4jLv3tDBu8ww2R07DvL12s,https://api.spotify.com/v1/tracks/4jLv3tDBu8ww2R07DvL12s,https://api.spotify.com/v1/audio-analysis/4jLv3tDBu8ww2R07DvL12s,314173,4
I Say a Little Prayer,Aretha Franklin,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773,4
Give It Up,KC & The Sunshine Band,0.84,0.654,3,-12.135,1,0.0621,0.08,0.000259,0.063,0.841,125.68,audio_features,40QPoAAKKMwPms6I6FHJqy,spotify:track:40QPoAAKKMwPms6I6FHJqy,https://api.spotify.com/v1/tracks/40QPoAAKKMwPms6I6FHJqy,https://api.spotify.com/v1/audio-analysis/40QPoAAKKMwPms6I6FHJqy,245800,4
Total Control,The Motels,0.758,0.287,2,-15.1,1,0.179,0.00445,0.0417,0.0627,0.636,166.401,audio_features,6H1Kjxu2NlJCMxg0Pay0Rd,spotify:track:6H1Kjxu2NlJCMxg0Pay0Rd,https://api.spotify.com/v1/tracks/6H1Kjxu2NlJCMxg0Pay0Rd,https://api.spotify.com/v1/audio-analysis/6H1Kjxu2NlJCMxg0Pay0Rd,354067,4
American Woman,Lenny Kravitz,0.688,0.671,1,-7.872,1,0.0975,0.0304,0.0,0.0782,0.537,83.988,audio_features,3X6iIrFuQoCshIWBseEKPl,spotify:track:3X6iIrFuQoCshIWBseEKPl,https://api.spotify.com/v1/tracks/3X6iIrFuQoCshIWBseEKPl,https://api.spotify.com/v1/audio-analysis/3X6iIrFuQoCshIWBseEKPl,264560,4
The Power Of Love,Frankie Goes To Hollywood,0.46,0.162,5,-17.142,0,0.0335,0.376,1.25e-05,0.181,0.102,122.767,audio_features,1GbyYL0B0Mjn3kSbrEwKKI,spotify:track:1GbyYL0B0Mjn3kSbrEwKKI,https://api.spotify.com/v1/tracks/1GbyYL0B0Mjn3kSbrEwKKI,https://api.spotify.com/v1/audio-analysis/1GbyYL0B0Mjn3kSbrEwKKI,332507,4
What Do I Have to Do,Kylie Minogue,0.565,0.966,2,-5.752,1,0.0437,0.121,0.0395,0.115,0.948,122.079,audio_features,58XjfjwtnhPYWJCb9QBqNe,spotify:track:58XjfjwtnhPYWJCb9QBqNe,https://api.spotify.com/v1/tracks/58XjfjwtnhPYWJCb9QBqNe,https://api.spotify.com/v1/audio-analysis/58XjfjwtnhPYWJCb9QBqNe,213760,4
Cars,Gary Numan,0.546,0.578,2,-8.745,1,0.0406,0.0114,6.54e-05,0.0692,0.819,128.037,audio_features,6HZ67VImxqr8aMBEEhblzf,spotify:track:6HZ67VImxqr8aMBEEhblzf,https://api.spotify.com/v1/tracks/6HZ67VImxqr8aMBEEhblzf,https://api.spotify.com/v1/audio-analysis/6HZ67VImxqr8aMBEEhblzf,238907,4
Orinoco Flow,Enya,0.685,0.46,0,-11.223,1,0.0283,0.797,0.257,0.101,0.566,114.995,audio_features,0Fyj9w0HVfjoxm9S8nGClt,spotify:track:0Fyj9w0HVfjoxm9S8nGClt,https://api.spotify.com/v1/tracks/0Fyj9w0HVfjoxm9S8nGClt,https://api.spotify.com/v1/audio-analysis/0Fyj9w0HVfjoxm9S8nGClt,266960,4
Black Hole Sun,Soundgarden,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,audio_features,2EoOZnxNgtmZaD8uUmz2nD,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/audio-analysis/2EoOZnxNgtmZaD8uUmz2nD,318587,4
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,audio_features,31H6au3jhblhr6MMJiXnCq,spotify:track:31H6au3jhblhr6MMJiXnCq,https://api.spotify.com/v1/tracks/31H6au3jhblhr6MMJiXnCq,https://api.spotify.com/v1/audio-analysis/31H6au3jhblhr6MMJiXnCq,251067,4
Single Ladies (Put a Ring on It),Beyoncé,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,audio_features,5R9a4t5t5O0IsznsrKPVro,spotify:track:5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro,193213,4
Sunday Bloody Sunday - Remastered 2008,U2,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,audio_features,6C4LXC9UFH1IKiHYOp0BiJ,spotify:track:6C4LXC9UFH1IKiHYOp0BiJ,https://api.spotify.com/v1/tracks/6C4LXC9UFH1IKiHYOp0BiJ,https://api.spotify.com/v1/audio-analysis/6C4LXC9UFH1IKiHYOp0BiJ,279440,4
Urgent,Foreigner,0.855,0.803,4,-5.849,0,0.0316,0.342,0.00732,0.0841,0.962,114.867,audio_features,08onVqQ8YicJ98Ycm1qoLf,spotify:track:08onVqQ8YicJ98Ycm1qoLf,https://api.spotify.com/v1/tracks/08onVqQ8YicJ98Ycm1qoLf,https://api.spotify.com/v1/audio-analysis/08onVqQ8YicJ98Ycm1qoLf,271200,4
Ship of Fools,"World Party, Anthony Thistlethwaite",0.638,0.869,0,-4.867,1,0.0308,0.082,0.000995,0.517,0.851,116.288,audio_features,3ndKgw7LvKO7zIk1rgOQJ2,spotify:track:3ndKgw7LvKO7zIk1rgOQJ2,https://api.spotify.com/v1/tracks/3ndKgw7LvKO7zIk1rgOQJ2,https://api.spotify.com/v1/audio-analysis/3ndKgw7LvKO7zIk1rgOQJ2,268493,4
Now That We Found Love,"Heavy D & The Boyz, Aaron Hall",0.744,0.697,8,-14.753,1,0.0631,0.039,0.0,0.171,0.683,119.955,audio_features,1KONmY3enP3r3nIPQidWAy,spotify:track:1KONmY3enP3r3nIPQidWAy,https://api.spotify.com/v1/tracks/1KONmY3enP3r3nIPQidWAy,https://api.spotify.com/v1/audio-analysis/1KONmY3enP3r3nIPQidWAy,258200,4
Fashion,David Bowie,0.755,0.813,0,-7.186,1,0.0467,0.299,0.0316,0.12,0.951,108.171,audio_features,4XyuemNAggx7OvmpJYddcS,spotify:track:4XyuemNAggx7OvmpJYddcS,https://api.spotify.com/v1/tracks/4XyuemNAggx7OvmpJYddcS,https://api.spotify.com/v1/audio-analysis/4XyuemNAggx7OvmpJYddcS,207867,4
Owner of a Lonely Heart,Yes,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,audio_features,0GTK6TesV108Jj5D3MHsYb,spotify:track:0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/tracks/0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/audio-analysis/0GTK6TesV108Jj5D3MHsYb,268507,4
Hold Me Now,Thompson Twins,0.871,0.491,7,-13.407,1,0.0392,0.573,0.00862,0.12,0.73,107.92,audio_features,3xkoUGbf11dLvsfIdgfmIp,spotify:track:3xkoUGbf11dLvsfIdgfmIp,https://api.spotify.com/v1/tracks/3xkoUGbf11dLvsfIdgfmIp,https://api.spotify.com/v1/audio-analysis/3xkoUGbf11dLvsfIdgfmIp,429173,4
Glory of Love,Peter Cetera,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,audio_features,1eyq8cjUQ2daFthW2PC2GM,spotify:track:1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/tracks/1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/audio-analysis/1eyq8cjUQ2daFthW2PC2GM,258333,4
Missing - Todd Terry Club Mix / US Radio Edit,"Everything But The Girl, Todd Terry",0.718,0.757,2,-11.869,1,0.0327,0.00925,0.104,0.0851,0.646,123.473,audio_features,36sL3KPEfXIp5KH3tDO7oo,spotify:track:36sL3KPEfXIp5KH3tDO7oo,https://api.spotify.com/v1/tracks/36sL3KPEfXIp5KH3tDO7oo,https://api.spotify.com/v1/audio-analysis/36sL3KPEfXIp5KH3tDO7oo,249533,4
You Can Leave Your Hat On,Joe Cocker,0.644,0.778,5,-5.548,1,0.0277,0.117,0.0,0.186,0.887,173.825,audio_features,2INUIIuGLYEHsLQIaJrYrf,spotify:track:2INUIIuGLYEHsLQIaJrYrf,https://api.spotify.com/v1/tracks/2INUIIuGLYEHsLQIaJrYrf,https://api.spotify.com/v1/audio-analysis/2INUIIuGLYEHsLQIaJrYrf,252613,4
Run To You,Bryan Adams,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,audio_features,2RWFncSWZEhSRRifqiDNVV,spotify:track:2RWFncSWZEhSRRifqiDNVV,https://api.spotify.com/v1/tracks/2RWFncSWZEhSRRifqiDNVV,https://api.spotify.com/v1/audio-analysis/2RWFncSWZEhSRRifqiDNVV,233270,4
Boys Don't Cry,The Cure,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,audio_features,1QFh8OH1e78dGd3VyJZCAC,spotify:track:1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/tracks/1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/audio-analysis/1QFh8OH1e78dGd3VyJZCAC,155973,4
Seven Wonders - 2017 Remaster,Fleetwood Mac,0.707,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,audio_features,1VN2vWSkSmMKOhxr8lHzSx,spotify:track:1VN2vWSkSmMKOhxr8lHzSx,https://api.spotify.com/v1/tracks/1VN2vWSkSmMKOhxr8lHzSx,https://api.spotify.com/v1/audio-analysis/1VN2vWSkSmMKOhxr8lHzSx,222400,4
Just Can't Get Enough,Depeche Mode,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,audio_features,0qi4b1l0eT3jpzeNHeFXDT,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT,https://api.spotify.com/v1/audio-analysis/0qi4b1l0eT3jpzeNHeFXDT,220893,4
Englishman In New York,Sting,0.682,0.468,9,-13.032,1,0.037,0.438,2.24e-05,0.133,0.646,102.014,audio_features,5Uf0llmR4IIkyOzkgINbL5,spotify:track:5Uf0llmR4IIkyOzkgINbL5,https://api.spotify.com/v1/tracks/5Uf0llmR4IIkyOzkgINbL5,https://api.spotify.com/v1/audio-analysis/5Uf0llmR4IIkyOzkgINbL5,266467,4
When Love Comes To Town,"U2, B.B. King",0.65,0.665,9,-11.259,1,0.0372,0.0526,4.62e-06,0.13,0.593,115.51,audio_features,2cpUudtTX7OU6DcoNTuxwB,spotify:track:2cpUudtTX7OU6DcoNTuxwB,https://api.spotify.com/v1/tracks/2cpUudtTX7OU6DcoNTuxwB,https://api.spotify.com/v1/audio-analysis/2cpUudtTX7OU6DcoNTuxwB,254267,4
Born to Be Alive - The Original,Patrick Hernandez,0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.206,0.808,131.468,audio_features,3XIEWK1V9n25PS9Vb6axj5,spotify:track:3XIEWK1V9n25PS9Vb6axj5,https://api.spotify.com/v1/tracks/3XIEWK1V9n25PS9Vb6axj5,https://api.spotify.com/v1/audio-analysis/3XIEWK1V9n25PS9Vb6axj5,188133,4
Last Nite,The Strokes,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,audio_features,7kzKAuUzOITUauHAhoMoxA,spotify:track:7kzKAuUzOITUauHAhoMoxA,https://api.spotify.com/v1/tracks/7kzKAuUzOITUauHAhoMoxA,https://api.spotify.com/v1/audio-analysis/7kzKAuUzOITUauHAhoMoxA,193051,4
If You Want My Love,Cheap Trick,0.494,0.683,4,-9.509,1,0.0323,0.0213,0.0,0.288,0.474,115.441,audio_features,4y3clu5ma91RfOLO5YYOIA,spotify:track:4y3clu5ma91RfOLO5YYOIA,https://api.spotify.com/v1/tracks/4y3clu5ma91RfOLO5YYOIA,https://api.spotify.com/v1/audio-analysis/4y3clu5ma91RfOLO5YYOIA,215720,4
Bad Moon Rising,Creedence Clearwater Revival,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,audio_features,20OFwXhEXf12DzwXmaV7fj,spotify:track:20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/tracks/20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj,141600,4
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,audio_features,0sKlV58cODrjxGFOyf9IXY,spotify:track:0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/tracks/0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/audio-analysis/0sKlV58cODrjxGFOyf9IXY,298120,4
The Nips Are Getting Bigger,Mental As Anything,0.825,0.689,7,-10.808,1,0.106,0.0369,0.0466,0.121,0.965,150.122,audio_features,0uOKq55dztn2zNxpORp9F2,spotify:track:0uOKq55dztn2zNxpORp9F2,https://api.spotify.com/v1/tracks/0uOKq55dztn2zNxpORp9F2,https://api.spotify.com/v1/audio-analysis/0uOKq55dztn2zNxpORp9F2,200667,4
The End,The Doors,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,audio_features,5UgT7w6zVZjP3oyawMzbiK,spotify:track:5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/tracks/5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/audio-analysis/5UgT7w6zVZjP3oyawMzbiK,703373,4
St. Elmos Fire (Man in Motion),John Parr,0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,audio_features,1A2PWRltFrX8iB8IP3CUgo,spotify:track:1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/tracks/1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/audio-analysis/1A2PWRltFrX8iB8IP3CUgo,251800,4
You Sexy Thing,Hot Chocolate,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,audio_features,714hERk9U1W8FMYkoC83CO,spotify:track:714hERk9U1W8FMYkoC83CO,https://api.spotify.com/v1/tracks/714hERk9U1W8FMYkoC83CO,https://api.spotify.com/v1/audio-analysis/714hERk9U1W8FMYkoC83CO,244920,4
Jealous Guy - Remastered 2010,John Lennon,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,audio_features,3D9iV6cYkYJRAPFO6DRKIE,spotify:track:3D9iV6cYkYJRAPFO6DRKIE,https://api.spotify.com/v1/tracks/3D9iV6cYkYJRAPFO6DRKIE,https://api.spotify.com/v1/audio-analysis/3D9iV6cYkYJRAPFO6DRKIE,257787,4
Suck My Kiss,Red Hot Chili Peppers,0.623,0.936,0,-9.955,1,0.0528,0.000617,9.86e-05,0.269,0.705,101.514,audio_features,0psB5QzGb4653K0uaPgEyh,spotify:track:0psB5QzGb4653K0uaPgEyh,https://api.spotify.com/v1/tracks/0psB5QzGb4653K0uaPgEyh,https://api.spotify.com/v1/audio-analysis/0psB5QzGb4653K0uaPgEyh,217133,4
Right Here Waiting,Richard Marx,0.395,0.252,0,-13.589,1,0.0301,0.8,0.0,0.101,0.126,177.679,audio_features,4LFwNJWoj74Yd71fIr1W8x,spotify:track:4LFwNJWoj74Yd71fIr1W8x,https://api.spotify.com/v1/tracks/4LFwNJWoj74Yd71fIr1W8x,https://api.spotify.com/v1/audio-analysis/4LFwNJWoj74Yd71fIr1W8x,264333,4
I Still Haven't Found What I'm Looking For,U2,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,6wpGqhRvJGNNXwWlPmkMyO,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,277477,4
Yellow,Coldplay,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
American Pie,Don McLean,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,audio_features,1fDsrQ23eTAVFElUMaf38X,spotify:track:1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/tracks/1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/audio-analysis/1fDsrQ23eTAVFElUMaf38X,516893,4
Hurts So Good,John Mellencamp,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,audio_features,67eX1ovaHyVPUinMHeUtIM,spotify:track:67eX1ovaHyVPUinMHeUtIM,https://api.spotify.com/v1/tracks/67eX1ovaHyVPUinMHeUtIM,https://api.spotify.com/v1/audio-analysis/67eX1ovaHyVPUinMHeUtIM,218960,4
Better Man,Pearl Jam,0.445,0.671,2,-7.937,1,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,audio_features,2B98ljvzqpCVgt5reTHq28,spotify:track:2B98ljvzqpCVgt5reTHq28,https://api.spotify.com/v1/tracks/2B98ljvzqpCVgt5reTHq28,https://api.spotify.com/v1/audio-analysis/2B98ljvzqpCVgt5reTHq28,268587,4
Sledgehammer,Peter Gabriel,0.657,0.685,1,-5.203,1,0.0334,0.0246,0.0,0.037,0.424,96.458,audio_features,029NqmIySn1kOY305AAhxT,spotify:track:029NqmIySn1kOY305AAhxT,https://api.spotify.com/v1/tracks/029NqmIySn1kOY305AAhxT,https://api.spotify.com/v1/audio-analysis/029NqmIySn1kOY305AAhxT,313533,4
T.N.T.,AC/DC,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,audio_features,7LRMbd3LEoV5wZJvXT1Lwb,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/tracks/7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/audio-analysis/7LRMbd3LEoV5wZJvXT1Lwb,214667,4
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,audio_features,225xvV8r1yKMHErSWivnow,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4
New Sensation,INXS,0.682,0.954,9,-4.951,1,0.0625,0.00712,4.04e-05,0.052,0.928,115.475,audio_features,2xcrseImDFEf8Urommws03,spotify:track:2xcrseImDFEf8Urommws03,https://api.spotify.com/v1/tracks/2xcrseImDFEf8Urommws03,https://api.spotify.com/v1/audio-analysis/2xcrseImDFEf8Urommws03,220160,4
Romeo And Juliet,Dire Straits,0.613,0.441,5,-11.999,1,0.0309,0.546,0.0132,0.0869,0.525,87.573,audio_features,0PNt5WTw092eED0ru9SuIp,spotify:track:0PNt5WTw092eED0ru9SuIp,https://api.spotify.com/v1/tracks/0PNt5WTw092eED0ru9SuIp,https://api.spotify.com/v1/audio-analysis/0PNt5WTw092eED0ru9SuIp,360667,4
Can't Get You out of My Head,Kylie Minogue,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,audio_features,7m2g1kKuF7Tre2PzjK3Lnh,spotify:track:7m2g1kKuF7Tre2PzjK3Lnh,https://api.spotify.com/v1/tracks/7m2g1kKuF7Tre2PzjK3Lnh,https://api.spotify.com/v1/audio-analysis/7m2g1kKuF7Tre2PzjK3Lnh,230640,4
"Another Brick in the Wall, Pt. 1",Pink Floyd,0.613,0.0457,0,-26.398,1,0.0337,0.937,0.642,0.0991,0.093,99.524,audio_features,7K6xMPtAjTuLPNlJMLf5bS,spotify:track:7K6xMPtAjTuLPNlJMLf5bS,https://api.spotify.com/v1/tracks/7K6xMPtAjTuLPNlJMLf5bS,https://api.spotify.com/v1/audio-analysis/7K6xMPtAjTuLPNlJMLf5bS,192146,4
Sounds of Then (This Is Australia),GANGgajang,0.7,0.526,11,-16.628,0,0.0299,0.024,0.0406,0.138,0.923,130.288,audio_features,5hC6zj0AL4iwOBm7eepgEj,spotify:track:5hC6zj0AL4iwOBm7eepgEj,https://api.spotify.com/v1/tracks/5hC6zj0AL4iwOBm7eepgEj,https://api.spotify.com/v1/audio-analysis/5hC6zj0AL4iwOBm7eepgEj,233733,4
Rolling in the Deep,Adele,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,1eq1wUnLVLg4pdEfx9kajC,spotify:track:1eq1wUnLVLg4pdEfx9kajC,https://api.spotify.com/v1/tracks/1eq1wUnLVLg4pdEfx9kajC,https://api.spotify.com/v1/audio-analysis/1eq1wUnLVLg4pdEfx9kajC,228093,4
Working Class Man,Jimmy Barnes,0.32,0.91,11,-6.235,1,0.1,0.0331,0.000359,0.423,0.428,138.258,audio_features,1WHCkljLZJL715YSFN6DA8,spotify:track:1WHCkljLZJL715YSFN6DA8,https://api.spotify.com/v1/tracks/1WHCkljLZJL715YSFN6DA8,https://api.spotify.com/v1/audio-analysis/1WHCkljLZJL715YSFN6DA8,228000,4
I Was Made For Lovin' You,KISS,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,audio_features,07q0QVgO56EorrSGHC48y3,spotify:track:07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/tracks/07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/audio-analysis/07q0QVgO56EorrSGHC48y3,271240,4
